Time,Stock Exchange,Name,Field,Offer Price,Total Offering Value,Initial Listing Price,MarketCap
05. Dez 2008,Delisted (Notierungsaufnahme),PLIM Cooperation AG, -kein-,None,None," € 8,00 "," € 56.000.000,00"
03. Dez 2008,Delisted (Notierungsaufnahme),LensWista AG, -kein-,None,None," € 4,00 "," € 4.000.000,00"
03. Dez 2008,Delisted (Notierungsaufnahme),Five by Five Media AG, -kein-,None,None," € 0,55 "," € 5.500.000,00"
01. Dez 2008,Delisted (Notierungsaufnahme),autowerkstatt group N.V., -kein-,None,None," € 0,02 "," € 2.200.000,00"
10. Nov 2008,Basic Board (Notierungsaufnahme),AGRARIUS AG, Nahrungsmittel,None,None," € 1,50 "," € 847.500,00"
07. Nov 2008,Delisted (Notierungsaufnahme),Homestore Group PLC, -kein-,None,None," € 0,28 "," € 11.200.056,00"
03. Nov 2008,Delisted (Notierungsaufnahme),Viridis Technologies AG, -kein-,None,None," € 1,50 "," € 71.250.000,00"
27. Okt 2008,Delisted (Notierungsaufnahme),Letsbuyit Group AG, -kein-,None,None," € 3,00 "," € 2.400.000,00"
27. Okt 2008,Delisted (Notierungsaufnahme),Claimpicker AG, -kein-,None,None," € 0,25 "," € 10.000.000,00"
23. Okt 2008,Delisted (Notierungsaufnahme),HC Berlin Pharma AG, -kein-,None,None," € 2,00 "," € 22.282.000,00"
21. Okt 2008,Delisted (Notierungsaufnahme),Innosis Ecological AG, -kein-,None,None," € 3,00 "," € 1.650.000,00"
10. Okt 2008,Basic Board (Notierungsaufnahme),NanoRepro AG, -kein-,None,None," € 11,50 "," € 11.713.900,00"
09. Okt 2008,Delisted (Notierungsaufnahme),Van Verde AG, -kein-,None,None," € 4,00 "," € 40.000.000,00"
07. Okt 2008,Basic Board (Notierungsaufnahme),UMT United Mobility Technology AG, Software,None,None," € 1,00 "," € 11.000.000,00"
01. Okt 2008,Delisted (Notierungsaufnahme),SPIRIT ON MEDIA GROUP PLC, -kein-,None,None," € 0,25 "," € 5.000.000,00"
01. Okt 2008,Basic Board (Notierungsaufnahme),CR Capital AG, Finanzdienstleistung,None,None," € 1,11 "," € 16.650.000,00"
01. Okt 2008,Delisted (Notierungsaufnahme),Inveca AG, -kein-,None,None," € 0,05 "," € 500.000,00"
30. Sep 2008,Delisted (Notierungsaufnahme),Next Alternative Inc., -kein-,None,None," € 3,00 "," € 218.570.154,00"
30. Sep 2008,Delisted (Notierungsaufnahme),A25 Gold Producers Corp., -kein-,None,None," € 4,50 "," € 135.000.000,00"
30. Sep 2008,Delisted (Notierungsaufnahme),HOLIDAYMAXX AG, -kein-,None,None," € 1,00 "," € 10.000.000,00"
30. Sep 2008,Delisted (Transfer),systaic AG, Industrie,None,None,None,None
30. Sep 2008,Delisted (Notierungsaufnahme),ESAG Energy Solar AG, -kein-,None,None," € 3,50 "," € 38.500.000,00"
30. Sep 2008,Delisted (Notierungsaufnahme),mergedmedia AG, -kein-,None,None," € 12,00 "," € 1.500.000,00"
30. Sep 2008,Delisted (Notierungsaufnahme),SOLARIS INDUSTRIE AG, -kein-,None,None," € 2,00 "," € 20.000.000,00"
30. Sep 2008,Delisted (Notierungsaufnahme),Cleanaqua AG, -kein-,None,None," € 0,30 "," € 3.000.000,00"
29. Sep 2008,Delisted (Notierungsaufnahme),Shanghai Fairtrade AG, -kein-,None,None," € 1,00 "," € 10.000.000,00"
29. Sep 2008,Delisted (Notierungsaufnahme),Can Can Lingerie Holding AG, -kein-,None,None," € 1,20 "," € 78.000.000,00"
29. Sep 2008,Delisted (Notierungsaufnahme),DigiTar AG, -kein-,None,None," € 2,00 "," € 44.000.000,00"
29. Sep 2008,Delisted (Notierungsaufnahme),Pet-Core International Inc., -kein-,None,None," € 0,55 "," € 55.000.000,00"
26. Sep 2008,Delisted (Notierungsaufnahme),Areus International AG, -kein-,None,None," € 3,00 "," € 750.000,00"
26. Sep 2008,Delisted (Notierungsaufnahme),MIOOMY AG, -kein-,None,None," € 0,90 "," € 18.000.000,00"
26. Sep 2008,Delisted (Notierungsaufnahme),BrainCloud AG, -kein-,None,None," € 2,50 "," € 875.000,00"
26. Sep 2008,Delisted (Notierungsaufnahme),Global power efficiency AG, -kein-,None,None," € 3,00 "," € 30.000.000,00"
25. Sep 2008,Delisted (Notierungsaufnahme),Solatera Energy Holding AG, -kein-,None,None," € 2,48 "," € 24.800.000,00"
25. Sep 2008,Delisted (Notierungsaufnahme),fanpastico restaurants AG, -kein-,None,None," € 0,10 "," € 2.000.000,00"
25. Sep 2008,Delisted (Notierungsaufnahme),Petro Novus AG, -kein-,None,None," € 0,50 "," € 5.000.000,00"
25. Sep 2008,Delisted (Notierungsaufnahme),StarDSL AG, -kein-,None,None," € 1,00 "," € 400.000,00"
25. Sep 2008,Delisted (Notierungsaufnahme),MTM-Holding AG, -kein-,None,None," € 1,00 "," € 35.400.000,00"
24. Sep 2008,Delisted (Notierungsaufnahme),S+O Mineral Industries AG, -kein-,None,None," € 1,50 "," € 75.000,00"
24. Sep 2008,Delisted (Notierungsaufnahme),London Hong Kong Exchange PLC, -kein-,None,None," € 0,40 "," € 40.000.000,00"
24. Sep 2008,Delisted (Notierungsaufnahme),West Africa Mining Holding AG, -kein-,None,None," € 0,13 "," € 1.300.000,00"
24. Sep 2008,Delisted (Notierungsaufnahme),Gravity Holding AG, -kein-,None,None," € 0,10 "," € 2.000.000,00"
22. Sep 2008,Delisted (Notierungsaufnahme),Pharma Kontor AG, -kein-,None,None," € 0,25 "," € 3.750.000,00"
22. Sep 2008,Delisted (Notierungsaufnahme),Trans Atlantic Metals AG, -kein-,None,None," € 0,38 "," € 7.220.000,00"
17. Sep 2008,Delisted (Notierungsaufnahme),SixStar Films AG, -kein-,None,None," € 0,95 "," € 9.500.000,00"
17. Sep 2008,Delisted (Notierungsaufnahme),JR Kliniken Holding AG, -kein-,None,None," € 1,30 "," € 13.000.000,00"
15. Sep 2008,Delisted (Notierungsaufnahme),Zürich Capital Markets AG, -kein-,None,None," € 0,50 "," € 29.207.253,50"
15. Sep 2008,Delisted (Notierungsaufnahme),EPG [Engineered nanoProducts Germany] AG, Industrie,None,None," € 100,00 "," € 27.184.000,00"
10. Sep 2008,Delisted (Notierungsaufnahme),Fibema AG, -kein-,None,None," € 1,20 "," € 12.000.000,00"
10. Sep 2008,Delisted (Notierungsaufnahme),First Trend-Management AG, -kein-,None,None," € 1,00 "," € 10.000.000,00"
04. Sep 2008,Delisted (Notierungsaufnahme),Glasauer Swiss KGaA, -kein-,None,None," € 4,25 "," € 3.442.500,00"
29. Aug 2008,Delisted (Notierungsaufnahme),Smart Grids AG, -kein-,None,None," € 1,00 "," € 400.000,00"
25. Aug 2008,Delisted (Notierungsaufnahme),AuraGenix N.V., -kein-,None,None," € 3,00 "," € 37.500.000,00"
25. Aug 2008,Delisted (Notierungsaufnahme),QueueMed International N.V., -kein-,None,None," € 2,50 "," € 11.250.000,00"
25. Aug 2008,Delisted (Notierungsaufnahme),Equity Capital Management PLC, -kein-,None,None," € 0,35 "," € 525.000,00"
21. Aug 2008,Delisted (Notierungsaufnahme),FluidForm Corp., -kein-,None,None," € 0,70 "," € 70.000.000,00"
21. Aug 2008,Delisted (Notierungsaufnahme),ECO Recovery Corp., -kein-,None,None," € 0,55 "," € 55.000.000,00"
20. Aug 2008,Delisted (Notierungsaufnahme),Aragon Energy AG, -kein-,None,None," € 0,80 "," € 16.000.000,00"
19. Aug 2008,Delisted (Notierungsaufnahme),Synthion AG, -kein-,None,None," € 3,75 "," € 56.250.000,00"
19. Aug 2008,Delisted (Notierungsaufnahme),Sino European Biotechnology AG, -kein-,None,None," € 1,00 "," € 10.000.000,00"
13. Aug 2008,Delisted (Notierungsaufnahme),SolTerra Capital Corp., -kein-,None,None," € 0,70 "," € 70.000.000,00"
13. Aug 2008,Delisted (Notierungsaufnahme),Paymotech SA, -kein-,None,None," € 1,75 "," € 59.500.000,00"
12. Aug 2008,Delisted (Notierungsaufnahme),Helvetic Star AG, -kein-,None,None," € 3,11 "," € 808.600,00"
11. Aug 2008,Delisted (Notierungsaufnahme),Advanced Equity Financing AG, -kein-,None,None," € 66,00 "," € 137.360.000,00"
08. Aug 2008,Delisted (Notierungsaufnahme),FCBBI AG, -kein-,None,None," € 1,00 "," € 10.000.000,00"
05. Aug 2008,Delisted (Notierungsaufnahme),Sintal Agriculture PLC, -kein-,None,None," € 4,70 "," € 154.824.110,00"
30. Jul 2008,Delisted (Notierungsaufnahme),Digital Media Group AG, -kein-,None,None," € 0,75 "," € 22.500.000,00"
30. Jul 2008,Delisted (Notierungsaufnahme),ActionLife Resorts Ltd., -kein-,None,None," € 0,85 "," € 21.760.000,00"
29. Jul 2008,Delisted (Notierungsaufnahme),Barclay Technologies Holding AG, -kein-,None,None," € 1,00 "," € 10.000.000,00"
25. Jul 2008,Delisted (Notierungsaufnahme),the brandgeneration AG, -kein-,None,None," € 1,05 "," € 52.500.000,00"
22. Jul 2008,Delisted (Notierungsaufnahme),AKAN Capital Partners PLC, -kein-,None,None," € 1,10 "," € 88.364.685,20"
18. Jul 2008,Delisted (Notierungsaufnahme),FNT Forever New Technologies Inc., -kein-,None,None," € 2,90 "," € 14.790.000,00"
15. Jul 2008,Delisted (Notierungsaufnahme),LoanCheck S.A., -kein-,None,None," € 1,05 "," € 52.500.000,00"
14. Jul 2008,Delisted (Notierungsaufnahme),Korsair Holdings AG, -kein-,None,None," € 0,36 "," € 3.600.000,00"
07. Jul 2008,Basic Board (Notierungsaufnahme),SHF Communication Technologies AG, Technologie,None,None," € 4,00 "," € 18.253.200,00"
02. Jul 2008,Delisted (Notierungsaufnahme),GBS Asset Management AG, -kein-,None,None," € 1,40 "," € 966.000,00"
01. Jul 2008,Delisted (Notierungsaufnahme),DGH Deutsche Grundwert Holding AG, -kein-,None,None," € 1,00 "," € 400.000,00"
01. Jul 2008,Delisted (Notierungsaufnahme),Mriya Agro Holding Public Limited, Nahrungsmittel,None,None," € 14,15 "," € 14.433.000,00"
01. Jul 2008,Prime Standard (Transfer),Manz AG, Industrie,None,None,None,None
27. Jun 2008,Prime Standard (Neuemission),SMA Solar Technology AG, Industrie," € 48,00 "," € 1.665.600.000,00"," € 48,00 "," € 1.665.600.000,00"
26. Jun 2008,Delisted (Notierungsaufnahme),Afrika Gold AG, -kein-,None,None," € 2,02 "," € 20.200.000,00"
24. Jun 2008,Delisted (Notierungsaufnahme),Sass Group AG, -kein-,None,None," € 0,38 "," € 3.800.000,00"
23. Jun 2008,Prime Standard (Transfer),MBB SE, Industrie,None,None,None,None
20. Jun 2008,Delisted (Notierungsaufnahme),Transglobal Energy Resources AG, -kein-,None,None," € 0,80 "," € 24.000.000,00"
20. Jun 2008,Delisted (Notierungsaufnahme),MAXX-TV.AG, -kein-,None,None," € 0,12 "," € 12.000.000,00"
20. Jun 2008,Delisted (Notierungsaufnahme),MAC Capital AG, -kein-,None,None," € 2,00 "," € 50.000.000,00"
20. Jun 2008,Delisted (Notierungsaufnahme),Matador Partners Group AG, -kein-,None,None," € 1,28 "," € 1.280.000,00"
19. Jun 2008,Prime Standard (Neuemission),GK Software SE, Software," € 21,40 "," € 35.631.000,00"," € 21,40 "," € 35.631.000,00"
19. Jun 2008,Delisted (Notierungsaufnahme),nanoCrypt AG, -kein-,None,None," € 8,50 "," € 935.000,00"
18. Jun 2008,Delisted (Notierungsaufnahme),BioSource Solutions Inc., -kein-,None,None," € 0,20 "," € 16.002.000,00"
18. Jun 2008,Delisted (Notierungsaufnahme),RCT Global Networks Inc., -kein-,None,None," € 1,00 "," € 6.195.000,00"
17. Jun 2008,Delisted (Notierungsaufnahme),Moku Goldmines AG, -kein-,None,None," € 1,50 "," € 30.000.000,00"
17. Jun 2008,Delisted (Notierungsaufnahme),Bausparkasse Mainz AG, -kein-,None,None," € 80,00 "," € 28.800.000,00"
13. Jun 2008,Delisted (Notierungsaufnahme),Select Bank PLC, -kein-,None,None," € 0,15 "," € 2.250.000,00"
13. Jun 2008,Delisted (Notierungsaufnahme),Lofli Jeans Limited, -kein-,None,None," € 1,36 "," € 23.120.000,00"
13. Jun 2008,Delisted (Notierungsaufnahme),Renato Corp., -kein-,None,None," € 3,05 "," € 30.657.944,25"
